TextFile,SearchWord,Sample,Method,Count,ExecutionTime
Dracula-165307.txt,the,1,SerialCPU,8101,102
Dracula-165307.txt,the,1,ParallelCPU,8101,70
Dracula-165307.txt,the,1,ParallelGPU,7997,965
